Total Radiance Foundation SPF 20,Shiseido,#E9AE8C,N4,Neutral 4,90,foundation,1,49
Total Radiance Foundation SPF 20,Shiseido,#F2C5AB,R2,Rose 2,90,foundation,1,50
Total Radiance Foundation SPF 20,Shiseido,#E6B297,R3,Rose 3,90,foundation,1,51
Total Radiance Foundation SPF 20,Shiseido,#E1A386,R4,Rose 4,90,foundation,1,52
Sports BB WetForce SPF 50+,Shiseido,#DABB99,NA,Light,38,sunscreen,1,53
Sports BB WetForce SPF 50+,Shiseido,#D2AD89,NA,Medium,38,sunscreen,1,54
Sports BB WetForce SPF 50+,Shiseido,#C69F77,NA,Dark,38,sunscreen,1,55
Synchro Skin Lasting Liquid Foundation,Shiseido,#E8BC9A,N1,Neutral 1,45,foundation,1,56
Synchro Skin Lasting Liquid Foundation,Shiseido,#CE9F83,N2,Neutral 2,45,foundation,1,57
Synchro Skin Lasting Liquid Foundation,Shiseido,#BD957C,N3,Neutral 3,45,foundation,1,58
Synchro Skin Lasting Liquid Foundation,Shiseido,#B2866B,N4,Neutral 4,45,foundation,1,59
Synchro Skin Lasting Liquid Foundation,Shiseido,#C39984,R2,Rose 2,45,foundation,1,60
Synchro Skin Lasting Liquid Foundation,Shiseido,#BA907D,R3,Rose 3,45,foundation,1,61
Synchro Skin Lasting Liquid Foundation,Shiseido,#AA7E65,R4,Rose 4,45,foundation,1,62
Synchro Skin Lasting Liquid Foundation,Shiseido,#DCAF8C,G2,Golden 2,45,foundation,1,63
Synchro Skin Lasting Liquid Foundation,Shiseido,#BF9070,G3,Golden 3,45,foundation,1,64
Synchro Skin Lasting Liquid Foundation,Shiseido,#A97D5E,G4,Golden 4,45,foundation,1,65
Synchro Skin Lasting Liquid Foundation,Shiseido,#95684B,G5,Golden 5,45,foundation,1,66
Synchro Skin Lasting Liquid Foundation,Shiseido,#8A5C42,N5,Neutral 5,45,foundation,1,67
Synchro Skin Lasting Liquid Foundation,Shiseido,#976C59,R5,Rose 5,45,foundation,1,68
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#E0C9AE,N1,Neutral 1,45,foundation,1,69
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#DABC9C,N2,Neutral 2,45,foundation,1,70
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#D1B395,N3,Neutral 3,45,foundation,1,71
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#C09D7C,N4,Neutral 4,45,foundation,1,72
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#A47152,N5,Neutral 5,45,foundation,1,73
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#D6B79D,R2,Rose 2,45,foundation,1,74
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#CEAB8F,R3,Rose 3,45,foundation,1,75
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#C79F7C,R4,Rose 4,45,foundation,1,76
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#B78D6F,R5,Rose 5,45,foundation,1,77
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#D5BC98,G2,Golden 2,45,foundation,1,78
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#D3BC96,G3,Golden 3,45,foundation,1,79
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#D0AE81,G4,Golden 4,45,foundation,1,80
Synchro Skin Glow Luminizing Fluid Foundation,Shiseido,#C39668,G5,Golden 5,45,foundation,1,81
Full Lash Multi-Dimension Mascara,Shiseido,NA,NA,NA,27,mascara,0.29,82
Full Lash Multi-Dimension Mascara Waterproof,Shiseido,NA,NA,NA,27,mascara,0.25,83
Glow Enhancing Primer SPF 15,Shiseido,NA,NA,NA,30,primer,1,84
Radiant Lifting Foundation,Shiseido,#F4D8B7,I00,Very Light Ivory,45,foundation,1.2,85
Radiant Lifting Foundation,Shiseido,#E1C19B,I20,Natural Light Ivory,45,foundation,1.2,86
Radiant Lifting Foundation,Shiseido,#D8A77C,I40,Natural Fair Ivory,45,foundation,1.2,87
Radiant Lifting Foundation,Shiseido,#CC9C6E,I60,Natural Deep Ivory,45,foundation,1.2,88
Radiant Lifting Foundation,Shiseido,#DBB892,B20,Natural Light Beige,45,foundation,1.2,89
Radiant Lifting Foundation,Shiseido,#DAB08A,B40,Natural Fair Beige,45,foundation,1.2,90
Radiant Lifting Foundation,Shiseido,#CF9E71,B60,Natural Deep Beige,45,foundation,1.2,91
Radiant Lifting Foundation,Shiseido,#BC7B4F,B100,Very Deep Beige,45,foundation,1.2,92
Radiant Lifting Foundation,Shiseido,#DCB68F,O20,Natural Light Ochre,45,foundation,1.2,93
Radiant Lifting Foundation,Shiseido,#CAA27E,O40,Natural Fair Ochre,45,foundation,1.2,94
Radiant Lifting Foundation,Shiseido,#C69770,O60,Natural Deep Ochre,45,foundation,1.2,95
Radiant Lifting Foundation,Shiseido,#BC8A65,O80,Deep Ochre,45,foundation,1.2,96
Radiant Lifting Foundation,Shiseido,#9F6D48,D10,Golden Brown,45,foundation,1.2,97
Radiant Lifting Foundation,Shiseido,#8F6140,D20,Rich Brown,45,foundation,1.2,98
Radiant Lifting Foundation,Shiseido,#785238,D30,Very Rich Brown,45,foundation,1.2,99
Powdery Foundation,Shiseido,#EEC4AC,I00,Very Light Ivory,32,foundation,NA,100
Powdery Foundation,Shiseido,#E7BA9D,I20,Natural Light Ivory,32,foundation,NA,101
Powdery Foundation,Shiseido,#DEAC91,I40,Natural Fair Ivory,32,foundation,NA,102
Powdery Foundation,Shiseido,#CE8E78,I60,Natural Deep Ivory,32,foundation,NA,103
Powdery Foundation,Shiseido,#D8A890,B20,Natural Light Beige,32,foundation,NA,104
Powdery Foundation,Shiseido,#DBAC9A,B40,Natural Fair Beige,32,foundation,NA,105
Powdery Foundation,Shiseido,#D09887,B60,Natural Deep Beige,32,foundation,NA,106
Powdery Foundation,Shiseido,#E0AF86,O20,Natural Light Ochre,32,foundation,NA,107
Powdery Foundation,Shiseido,#E2B289,O40,Natural Fair Ochre,32,foundation,NA,108
Powdery Foundation,Shiseido,#D7A179,O60,Natural Deep Ochre,32,foundation,NA,109
Luminizing Satin Face Color,Shiseido,#CF7355,RD103,Petal,30,face color,0.22,110
Luminizing Satin Face Color,Shiseido,#E59282,PK304,Carnation,30,face color,0.22,111
Luminizing Satin Face Color,Shiseido,#DA8769,OR308,Starfish,30,face color,0.22,112
OnMakeup Spot Correcting Serum SPF 25,Shiseido,#DEB692,NL,Natural Light,40,concealer,0.16,113
OnMakeup Spot Correcting Serum SPF 25,Shiseido,#DCB28C,N,Natural,40,concealer,0.16,114
OnMakeup Spot Correcting Serum SPF 25,Shiseido,#C99A73,M,Medium,40,concealer,0.16,115
Full Lash Volume Mascara,Shiseido,#000000,BK901,Black,25,mascara,0.29,116
Full Lash Volume Mascara,Shiseido,#3C2814,BR602,Brown,25,mascara,0.29,117
Luminizing Satin Eye Color,Shiseido,#DBAD61,YE306,Solaris,25,eye color,0.07,118
Luminizing Satin Eye Color,Shiseido,#D1A173,GD810,Bullion,25,eye color,0.07,119
Luminizing Satin Eye Color,Shiseido,#A5B7BB,BL714,Fresco,25,eye color,0.07,120
Luminizing Satin Eye Color,Shiseido,#B8D6CE,GR222,Fondant,25,eye color,0.07,121
Luminizing Satin Eye Color,Shiseido,#88A6C6,BL223,Sky,25,eye color,0.07,122
Veiled Rouge,Shiseido,#C46B71,RD302,Rosalie,25,rouge,0.07,123
Veiled Rouge,Shiseido,#C38077,BE301,Carrera,25,rouge,0.07,124
Veiled Rouge,Shiseido,#E16467,OR303,Orangerie,25,rouge,0.07,125
Veiled Rouge,Shiseido,#F26068,PK304,Skyglow,25,rouge,0.07,126
Veiled Rouge,Shiseido,#E44F6C,PK405,Pomegranate,25,rouge,0.07,127
Veiled Rouge,Shiseido,#CC2C3B,RD506,Carnevale,25,rouge,0.07,128
Veiled Rouge,Shiseido,#A6404B,RD707,Mischief,25,rouge,0.07,129
Veiled Rouge,Shiseido,#BE4787,RS308,Sloe,25,rouge,0.07,130
